"Feature";"Gain";"Cover";"Frequency"
"cproductos__tend_12";0,00186984149714947;0,000862219605863789;0,00205824616917172
"cliente_antiguedad__tend_6";0,00186087025538532;0,000589324339121789;0,000314962936919516
"m_adeuda__min_6";0,0018548702161295;0,00132633209090065;0,00135507310070024
"m_prestamos_totales__tend_3";0,00183370538159356;0,00307864184462589;0,00157481468459758
"mv_status04__tend_6";0,00178910643180372;0,000202979569703905;0,000322287656382761
"mcaja_ahorro__max_3";0,00178847398939892;0,00140337707008922;0,00172130907386247
"mcuentas_saldo__max_3";0,00177060773266949;0,000628230129258802;0,00145029445372242
"m_adeuda__tend_3";0,00168879203934195;0,000652278558394485;0,00157481468459758
"mcuentas_saldo__tend_3";0,00167056868803632;0,0107708078094103;0,00290791362690809
"mcaja_ahorro__min_6";0,00164911714884048;0,00162296829260254;0,00110603263894993
"mcuenta_debitos_automaticos";0,00164520423986467;0,00714867081865197;0,00167003603761976
"fl_fidelizacion_alta";0,00161037058401073;0,00792843483335221;0,00101081128592775
"cliente_antiguedad__tend_12";0,00160946232760701;0,000204565615536445;0,000300313497993027
"Visa_delinquency";0,00159351350779827;0,000713868213996685;0,000117195511411913
"mprestamos_personales__tend_3";0,00158925173699138;0,00505891782977879;0,00182385514634789
"pc_limite_saldo__tend_6";0,00155115966576989;0,00612315360210064;0,00375025636518121
"mpagomiscuentas";0,00155092837011433;0,00500693787009264;0,00132577422284726
"ctarjeta_visa_debitos_automaticos__tend_12";0,00152237324887348;0,00198179167090118;0,0023512349477015
"pc_limite_saldo__tend_3";0,00151693627419305;0,00516930848421671;0,00313497993026867
"m_prestamos_totales__min_6";0,0015085416380461;0,000837877077463753;0,000900940493979081
"mcuentas_saldo__tend_12";0,00150592813057616;0,00128803981714694;0,00242448214233395
"pc_limite_saldo_delta1";0,00149227908691855;0,00490988535818387;0,00332542263631303
"mv_delinquency";0,00146731782683314;0,000962168313514464;0,000146494389264891
"mactivos_margen__min_3";0,00145911829476457;0,00119543574060757;0,00189710234098034
"mv_Finiciomora__max_6";0,00143767477837813;0,000577580436381985;0,000542029240280097
"mpayroll__min_6";0,00142930138404142;0,00155377317310804;0,000688523629544988
"Visa_Finiciomora__tend_3";0,00142206367203972;0,000143421819129304;0,000197767425507603
"ccomisiones_mantenimiento__tend_12";0,00142129280028695;0,00186254393793392;0,00227066303360581
"mv_mpagospesos";0,00141412505841384;0,00124486752692119;0,000637250593302277
"pc_limite_saldo__tend_12";0,00140750682893916;0,00284311416115779;0,0034352934282617
"m_adeuda__min_12";0,00139405596044939;0,00107591741080298;0,0012159034308986
"mv_delinquency__tend_6";0,00138445773636713;0,00110335440907361;0,000805719140956901
"pc_limite_saldo";0,00135806634083805;0,00321941853673795;0,00191907649937007
"mpayroll__tend_3";0,0013399480786195;0,00300085018498939;0,001347748381237
"pc_comisiones_limite";0,00132396349547731;0,00103508461791185;0,00266619788462102
"mv_Finiciomora_lag1";0,00130769997755708;0,00168889731072384;0,000629925873839032
"mcomisiones_mantenimiento__tend_12";0,00128465053652945;0,00425920187369411;0,00267352260408426
"mtarjeta_visa_consumo__tend_3";0,00128284106483602;0,00187836740078962;0,00138437197855322
"mv_msaldopesos";0,00125829458400916;0,0012078349145645;0,000556678679206586
"mpayroll__tend_6";0,00123069884360408;0,001658489487919;0,00139902141747971
"mpasivos_margen__tend_6";0,00120697884794434;0,00221597024636583;0,00214614280273066
"mdescubierto_preacordado__min_6";0,00120167072385024;0,00026428410504832;0,000168468547654625
"mvr_mpagominimo";0,00119691010518591;0,00159332604050537;0,000783744982567168
"mdescubierto_preacordado__tend_3";0,0011884514569403;0,000404407881092526;0,000227066303360581
"ctarjeta_visa_transacciones_delta1";0,00117814410916344;0,0034578588529272;0,00128915062553104
"pc_limite_saldo__max_3";0,00116558292322981;0,000599253206828731;0,00164806187923003
"mvr_mpagominimo_delta1";0,00116072876767759;0,00105244182266018;0,00167003603761976
"mcuenta_corriente_lag1";0,00114590071614483;0,00244099298280387;0,00181653042688465
"fl_fidelizacion_media";0,001142832876984;5,86945393037004e-05;0,000117195511411913
"mpayroll__tend_12";0,00113840486915915;0,000785036310721572;0,00109138320002344
"mrentabilidad";0,00113707581711195;0,00164339774050029;0,00232193606984852
"mv_mpagominimo__tend_12";0,0011368868733804;0,00135376280877324;0,00106940904163371
"mactivos_margen";0,0011365245561144;0,00196912494217473;0,0025636518121356
"mcuenta_corriente__min_6";0,0011278980490085;0,000776829891242049;0,001677360757083
"pc_comisiones_limite__tend_12";0,00111828855705075;0,00106876232014183;0,00259295068998857
"ctarjeta_visa__tend_6";0,00111817378212017;0,000681239877960681;0,000146494389264891
"mttarjeta_visa_debitos_automaticos__tend_12";0,00110822330131822;0,00132340527821831;0,00170665963493598
"mactivos_margen__tend_3";0,00110637820472753;0,00373107137790132;0,00259295068998857
"mttarjeta_visa_debitos_automaticos_delta1";0,0011045565696143;0,0023473922365353;0,00224136415575283
"mpasivos_margen__tend_3";0,00110376953247681;0,00121505329986212;0,00210951920541443
"thomebanking__tend_12";0,00108527644241456;0,000938566823017253;0,00280536755442267
"mpayroll_delta1";0,00107166344256283;0,010143124810765;0,00173595851278896
"mprestamos_personales";0,00107026024122214;0,00115879555499701;0,00105475960270722
"mprestamos_personales__tend_6";0,00105629653193762;0,000483691135262952;0,000937564091295303
"mcaja_ahorro__tend_3";0,00105551045075065;0,000856694818215098;0,00212416864434092
"Visa_mpagominimo__tend_3";0,00104298468902999;0,00103959757455795;0,00136972253962673
"mtarjeta_visa_consumo__tend_6";0,00103921819641992;0,000843642041271772;0,00123787758928833
"ctarjeta_visa_transacciones__tend_6";0,00103774218049966;0,00101837404883333;0,00139169669801647
"mrentabilidad_anual";0,00102958165695622;0,00676500478619395;0,00275409451817995
"m_adeuda__tend_6";0,00100486983838138;0,000709719324174322;0,00166271131815651
"cproductos__min_6";0,00100473123585215;0,00230705009974084;0,0012159034308986
"m_prestamos_totales__tend_6";0,000994661546980653;0,00127149729778154;0,00134042366177375
"cliente_edad";0,000991599003599904;0,00517580285737806;0,00252702821481937
"Visa_msaldopesos";0,000976934353759937;0,00102673581003306;0,000644575312765521
"rt_invierte_adeuda";0,000974671488828024;0,00262145403814717;0,00114265623626615
"Visa_mfinanciacion_limite__min_12";0,000972965660742087;0,000523107796527835;0,00156016524567109
"mactivos_margen__tend_6";0,000968783520832213;0,00170845927864264;0,00219741583897337
"ctarjeta_visa_transacciones__min_3";0,000967352103629496;0,00085086881678865;0,000666549471155255
"mcaja_ahorro_delta1";0,000959792436773425;0,000597723684578529;0,00225601359467932
"mrentabilidad_anual__max_12";0,000957861733171589;0,00279471883678281;0,00210219448595119
"mv_delinquency_delta1";0,000956068064132484;0,000341793588363615;0,000124520230875157
"pc_egreso_principal__tend_6";0,000955175890185738;0,00259259134045641;0,0020875450470247
"mvr_msaldopesos2__min_12";0,000946773863715664;0,000967232620416415;0,00237320910609124
"internet__tend_12";0,00094606043196443;0,00397454405928063;0,00246843045911342
"Master_Fvencimiento__max_12";0,000939105628993347;0,00164209681492553;0,00227798775306906
"tcallcenter__tend_12";0,000937569953571754;0,00101758433784571;0,00238053382555448
"pc_comisiones_limite_delta1";0,000934956711252918;0,00214803473920274;0,00258562597052533
"mv_mpagominimo__tend_6";0,000933775503845945;0,00171573673893431;0,00123055286982509
"mrentabilidad__min_12";0,000933768402786184;0,000860909505020026;0,00207289560809821
"mcaja_ahorro__tend_6";0,000931836277775155;0,000892436269053359;0,00178723154903167
"pc_comisiones_productos_delta1";0,000930741453869355;0,00106763067092043;0,00249772933696639
"mv_delinquency__tend_12";0,000929453892612064;0,000675065167246318;0,000878966335589347
"m_adeuda__max_3";0,000928314312296234;0,000449611831017827;0,00101813600539099
"Visa_mpagospesos__tend_6";0,000928187235007347;0,00180045234114481;0,00220474055843661
"mcuenta_corriente__min_3";0,000923582626959171;0,000714906147903616;0,00147226861211216
"pc_comisiones_limite_lag1";0,000922441047963267;0,0010623406131484;0,0022853124725323
"mrentabilidad__tend_3";0,000921548510155862;0,00147451042836246;0,00239518326448097
"mactivos_margen_lag1";0,000920520957438439;0,000835479829906561;0,00226333831414257
"mrentabilidad_anual_lag1";0,000919390558827373;0,00114512803503014;0,00224136415575283
"ccomisiones_otras__tend_12";0,000915878977317154;0,00211264508878581;0,00251237877589288
"mrentabilidad__min_6";0,000914793459696115;0,000414507889645991;0,00164073715976678
"Visa_Fvencimiento";0,000908141818586577;0,000864246996855299;0,00217544168058363
"chomebanking_transacciones";0,000907572252618235;0,002195536284432;0,00224868887521608
"mactivos_margen_delta1";0,00090179223766797;0,000776596927727342;0,00237320910609124
"chomebanking_transacciones_delta1";0,000898468105682856;0,00364328392506629;0,00229263719199555
"mdescubierto_preacordado_delta1";0,000896640512497845;0,000879056518887201;0,000278339339603293
"mcaja_ahorro__tend_12";0,000893292013946516;0,00222349897164461;0,00236588438662799
"mcuentas_saldo_lag1";0,000891961219118941;0,00143004550464999;0,00129647534499429
"mvr_Master_mlimitecompra__tend_12";0,000889071589381576;0,0019459638645899;0,00252702821481937
"ctarjeta_visa_transacciones__tend_12";0,00088898710497183;0,00103742602880523;0,00151621692889162
"mcuenta_corriente__min_12";0,000888509887651052;0,000755004477683625;0,00165538659869327
"Visa_mpagominimo__tend_12";0,000887191969606081;0,00763541633718241;0,00204359673024523
"ccaja_ahorro";0,000885806933586035;0,00530219243329186;0,000871641616126102
"mpasivos_margen_delta1";0,000877628334054515;0,000593728958901745;0,00211684392487768
"cpayroll_trx__min_3";0,000877214876156037;0,00170412541147183;0,000322287656382761
"mv_mpagominimo";0,000875721275200054;0,00148855330024329;0,000644575312765521
"Master_fultimo_cierre__tend_12";0,000872629591235462;0,00236464924930869;0,00232193606984852
"mcuenta_debitos_automaticos__tend_12";0,000872358953543747;0,00176239077388775;0,0018897776215171
"pc_comisiones_productos";0,000870852247492225;0,000571107308629618;0,00194105065775981
"mrentabilidad_delta1";0,000870237586411989;0,00129561549821417;0,00211684392487768
"mv_cconsumos__tend_12";0,000868454698105431;0,00102653518075513;0,00150156748996513
"mrentabilidad_anual__tend_12";0,000864073943397637;0,0051471167468165;0,00216079224165714
"mactivos_margen__min_6";0,000862613682953722;0,00130322277753403;0,00136972253962673
"pc_comisiones_limite__max_12";0,000854896318711886;0,000499969926976383;0,00173595851278896
"mvr_msaldopesos2__tend_12";0,000853773703797003;0,00112142017029117;0,00220474055843661
"cproductos__min_3";0,000848144683108711;0,0018361360908261;0,0012159034308986
"mrentabilidad__min_3";0,000845115154724557;0,002069842998585;0,00173595851278896
"mactivos_margen__max_3";0,000844054928558988;0,00201465439335457;0,0018897776215171
"mactivos_margen__tend_12";0,000843132458230791;0,00120026207930263;0,00210219448595119
"cpagomiscuentas";0,000840298205389958;0,00219349049383686;0,000710497787934722
"mv_mpagominimo__max_6";0,000839145700108872;0,00104057074186012;0,00065922475169201
"m_egresos_lag1";0,000837301453014766;0,000348807321003312;0,000725147226861211
"pc_limite_saldo__min_12";0,000836072334803803;0,000671335592124184;0,00211684392487768
"ccallcenter_transacciones__tend_12";0,000833593254423885;0,000697949612923832;0,00213881808326741
"Visa_fultimo_cierre__tend_12";0,000832964578429014;0,000748833692218035;0,0021534675221939
"mcuentas_saldo__min_12";0,000831607153999414;0,00221632268464008;0,00180920570742141
"m_egresos__tend_3";0,000828260186074081;0,000797365026463017;0,00145029445372242
"ctrx_quarter__max_12";0,000820671824836511;0,00050976018433601;0,00127450118660455
"mcaja_ahorro_dolares_delta1";0,000817991020935672;0,00354771844458976;0,00197767425507603
"Visa_cconsumos__tend_12";0,000817380712745794;0,00111095879352249;0,00192640121883332
"cproductos_delta1";0,000812964652042073;0,000654351825731034;0,000534704520816853
"cliente_edad__min_12";0,000812952173237299;0,00244323022740793;0,00224136415575283
"mcomisiones_otras__max_12";0,000812773825126492;0,00066247483367412;0,00184582930473763
"ccajas_depositos__tend_12";0,000811244429859511;0,00162774168950477;0,00214614280273066
"mvr_mpagospesos";0,000807430608781587;0,000339371562673541;0,000937564091295303
"mv_mpagospesos__max_3";0,000806760781242868;0,000211553441534236;0,000461457326184407
"ccomisiones_otras_lag1";0,000806501085701866;0,000656538581822747;0,00183850458527438
"cproductos__max_12";0,000805116254426698;0,000178501276761915;0,000981512408074771
"mvr_msaldopesos2_delta1";0,000803736914592535;0,00615989133014322;0,00236588438662799
"pc_egreso_principal__tend_3";0,000802336822602774;0,000802992753760794;0,00205092144970848
"Master_mfinanciacion_limite__min_12";0,000800191536823469;0,00105471042018882;0,00194837537722305
"cpayroll_trx__tend_6";0,000797481923045094;0,00124651519915947;0,00123787758928833
"mactivos_margen__min_12";0,000795876455239086;0,000659615142745801;0,00156748996513434
"pc_comisiones_productos_lag1";0,000789813237850554;0,000929429285463048;0,00202894729131874
"mrentabilidad_anual__min_12";0,000782361428804986;0,000871019522957864;0,00191175177990683
"cliente_edad__max_12";0,000779704998837997;0,00175851100893442;0,00197034953561279
"mcaja_ahorro_dolares__tend_12";0,000778310523036682;0,00279909735365842;0,0018897776215171
"mv_msaldototal";0,000778094646751017;0,000869899845745225;0,000527379801353608
"mcomisiones__max_12";0,000777524597825883;0,000805457123072012;0,00163341244030354
"mcomisiones_otras_delta1";0,000777154172855242;0,00115585745722444;0,00205092144970848
"mrentabilidad__tend_6";0,000777129097865886;0,00105686788411156;0,00201429785239225
"mcomisiones_otras";0,000776463236207423;0,000540513870623403;0,001677360757083
"mvr_mpagospesos__tend_3";0,000775984274808566;0,000642838187897405;0,00165538659869327
"mprestamos_personales__tend_12";0,000775682833164012;0,000466709282428579;0,000959538249685037
"Master_Fvencimiento_lag1";0,000774205298422716;0,000518961703445223;0,00223403943628959
"mv_fultimo_cierre__tend_6";0,00077017765508018;0,00273079915350866;0,00199232369400252
"mvr_msaldopesos2__max_12";0,000768441834695146;0,000552489902762549;0,00197767425507603
"Master_Fvencimiento";0,00076774357671205;0,000433365275409949;0,0019557000966863
"pc_egreso_principal__max_3";0,000766635907754708;0,000795668632074333;0,00166271131815651
"m_adeuda_delta1";0,000762295205808594;0,00101124609145433;0,00120857871143535
"ccajas_consultas__tend_12";0,000761360515296327;0,00494841687585033;0,00219009111951012
"mrentabilidad_anual_delta1";0,0007593079918405;0,000810356618591086;0,0021534675221939
"mvr_msaldopesos__tend_12";0,000759159107108007;0,00162087162097018;0,00186047874366412
"Master_Fvencimiento__min_12";0,00075781258614904;0,000533010217871164;0,00210219448595119
"ctrx_quarter__min_6";0,000755736141199081;0,00547100855123006;0,0014795933315754
"mcomisiones";0,000755676786366162;0,000504011902835278;0,00182385514634789
"mpasivos_margen__max_3";0,000751597640874738;0,000612679323996025;0,00136972253962673
"mcomisiones_mantenimiento_delta1";0,000750474802042383;0,00143648502245973;0,0014136708564062
"Visa_mpagominimo__tend_6";0,000743445167308843;0,000954751408760119;0,00112800679733966
"mvr_mpagospesos__tend_12";0,000742312195802716;0,000782267979958456;0,00160411356245056
"fl_fidelizacion_media_delta1";0,000739402972093471;0,00157087989791902;0,000249040461750315
"mv_Fvencimiento";0,000735540146955115;0,00046874241409642;0,00183117986581114
"ctarjeta_debito_transacciones__tend_12";0,000731626334941785;0,000468229433147334;0,00151621692889162
"Visa_cconsumos__max_12";0,000728188645276467;0,00247584502133566;0,00191175177990683
"Visa_msaldopesos__tend_12";0,000727630477205617;0,00130195438245849;0,0014795933315754
"mv_mpagominimo_delta1";0,00072679331859713;0,00160205839425493;0,00082036857988339
"mcaja_ahorro_dolares__min_12";0,000725443116039746;0,000334102308720004;0,00106208432217046
"mpasivos_margen_lag1";0,000725279655782637;0,000523058240262069;0,00183117986581114
"mcaja_ahorro__min_12";0,000725084629901646;0,0014551810804991;0,00115730567519264
"pc_egreso_principal_delta1";0,000723741985322925;0,000754557440913933;0,00175793267117869
"Visa_Fvencimiento_lag1";0,000722480838080637;0,000787230622917174;0,00191175177990683
"mv_mpagospesos__tend_3";0,00072246195768087;0,000679803482237631;0,00145761917318567
"mcomisiones_delta1";0,000720466576297881;0,000768155238649459;0,00207289560809821
"mv_Fvencimiento__max_12";0,000719518632876914;0,00050430035955452;0,00184582930473763
"mcomisiones_lag1";0,000719025610808739;0,00584873617294989;0,00186047874366412
"pc_comisiones_productos__max_12";0,000712862111212084;0,000533032886182831;0,00184582930473763
"pc_egreso_principal__tend_12";0,000711850376972649;0,00076164526262423;0,00181653042688465
"Master_Fvencimiento__tend_12";0,000710514278118264;0,00539183795169944;0,00210951920541443
"Visa_mpagospesos__tend_3";0,000700324982069138;0,000489196051339728;0,00171398435439923
"ccuenta_debitos_automaticos__tend_12";0,000699168613719782;0,00327633704816848;0,00164806187923003
"mtarjeta_visa_consumo__min_3";0,000697980221027594;0,000970163799938021;0,000439483167794673
"mv_status04__tend_3";0,000695818535313264;0,000526363250663741;0,000410184289941695
"mcomisiones_otras_lag1";0,000695222760032935;0,00170342715878063;0,00180920570742141
"Visa_status__tend_12";0,000693348315266931;2,00027733560629e-05;0,000380885412088717
"mrentabilidad__max_6";0,000692750953014949;0,00064033471329528;0,00162608772084029
"ctarjeta_visa__min_3";0,000692645638545247;3,51202311542459e-05;2,92988778529782e-05
"Visa_msaldototal__tend_3";0,0006916069514907;0,000273414773417172;0,00113533151680291
"cextraccion_autoservicio__tend_12";0,000690381448443863;0,000468228746228798;0,00156016524567109
"mvr_msaldototal__tend_12";0,000689557367427872;0,000911210439543318;0,00149424277050189
"mrentabilidad__max_3";0,000687376945819873;0,000449162978820578;0,00135507310070024
"Master_fechaalta__max_12";0,00068718839265666;0,000910140220465225;0,00165538659869327
"mtarjeta_visa_consumo__tend_12";0,000686050837644855;0,00109178414952642;0,00124520230875157
"mvr_Master_mlimitecompra__max_12";0,000683710741571581;0,00341212391497407;0,00186780346312736
"mcomisiones_mantenimiento__max_12";0,000683534752233967;0,00112422299417788;0,00150156748996513
"pc_limite_saldo__min_6";0,000682302035101163;0,00039093004877264;0,00168468547654625
"mtransferencias_emitidas_delta1";0,000676681835396592;0,00380003299415941;0,00142099557586944
"mvr_Visa_mlimitecompra__tend_12";0,000676280568672125;0,000626524314273061;0,00196302481614954
"Visa_fultimo_cierre";0,0006724546803304;0,000527866719075208;0,00171398435439923
"Visa_mpagominimo__max_12";0,000671766044979856;0,00113669100718518;0,000959538249685037
"m_adeuda__max_6";0,000671058365467131;0,00026216515762917;0,000732471946324456
"mprestamos_personales__min_3";0,000670489017220751;0,00105816591481535;0,000908265213442325
"m_adeuda_lag1";0,000669141391953891;0,000494353043178343;0,00083501801880988
"mpagomiscuentas__tend_12";0,000668955188396191;0,0020421071907515;0,0014795933315754
"Visa_msaldopesos__tend_6";0,000668876749130274;0,000427905107169191;0,00135507310070024
"Master_fechaalta_lag1";0,00066832751368792;0,00181128921702428;0,001677360757083
"mautoservicio";0,000667244673490251;0,00169160161086634;0,000878966335589347
"pc_comisiones_limite__min_12";0,000666512515389783;0,00056846963958505;0,00172130907386247
"Master_fechaalta";0,000664615245567566;0,000664622533540537;0,00168468547654625
"mvr_msaldopesos2";0,000664016504898211;0,00120905120196257;0,00180920570742141
"mv_mpagominimo__max_12";0,000663099228752097;0,0010029407066401;0,000666549471155255
"chomebanking_transacciones_lag1";0,000662654039625414;0,000422965672243846;0,00161876300137705
"pc_limite_saldo_lag1";0,000661723133523549;0,000737435800157615;0,00180188098795816
"mrentabilidad_lag1";0,000660508101684901;0,000713488887768336;0,0017432832322522
"mttarjeta_visa_debitos_automaticos__max_12";0,000660014621190808;0,00070908878202447;0,00106940904163371
"mcomisiones_mantenimiento";0,000657597032760052;0,00194604747238878;0,00112068207787642
"cpagomiscuentas__tend_12";0,000656885852867593;0,00119703959725642;0,00150889220942838
"m_adeuda__tend_12";0,000656285335510006;0,000584531904763012;0,00132577422284726
"mrentabilidad__tend_12";0,000654083714288218;0,00120850858538525;0,00185315402420087
"chomebanking_transacciones__max_12";0,000653381159383668;0,000814682193673866;0,00167003603761976
"ccallcenter_transacciones_delta1";0,000652925318667344;0,000427329763830216;0,0012159034308986
"pc_comisiones_productos__tend_12";0,000652880228788146;0,00145044001783364;0,00190442706044359
"Visa_mpagospesos_lag1";0,000646664039639517;0,00222548961249448;0,00145761917318567
"m_egresos__tend_6";0,000646391763863187;0,00340176184699936;0,00153086636781811
"mv_fultimo_cierre__tend_12";0,000645182859133297;0,000575889831735242;0,0018897776215171
"cliente_edad_lag1";0,000644631613080324;0,00162651500019744;0,00168468547654625
"Visa_Fvencimiento__max_12";0,000643197595019026;0,000419507969664886;0,00177990682956843
"m_egreso_principal_delta1";0,000642461690351003;0,00048600006472274;0,00139169669801647
"Visa_Fvencimiento__min_12";0,000642215144948577;0,000643506559632311;0,00194105065775981
"Visa_fultimo_cierre_lag1";0,000640196358266324;0,000316314160721946;0,00173595851278896
"mcomisiones_otras__tend_12";0,000639445588307982;0,000356898141906455;0,00151621692889162
"mvr_msaldodolares2__tend_12";0,000635752204606104;0,000621001685511195;0,00163341244030354
"mdescubierto_preacordado__tend_6";0,000635531959983168;0,000390627902748301;0,000402859570478451
"mtransferencias_recibidas_delta1";0,000628038465868198;0,000386169507060148;0,00156016524567109
"mv_status05__tend_3";0,000627428435136724;0,000620642819642078;0,000344261814772494
"mpayroll__min_12";0,000627410585619678;0,000676753760203066;0,00041750900940494
"mpasivos_margen__min_6";0,000627341164840312;0,00061772685045947;0,00142832029533269
"mv_fultimo_cierre";0,000627190517150177;0,000333522549476159;0,00175793267117869
"chomebanking_transacciones__tend_12";0,000626518724253184;0,000881547628955689;0,00169933491547274
"pc_limite_saldo__max_12";0,000625682143083025;0,000456402069805483;0,00162608772084029
"mactivos_margen__max_12";0,000625078151132423;0,00086984283150679;0,0015455158067446
"pc_egreso_principal__max_12";0,000624956791629982;0,00131653633819274;0,00166271131815651
"Visa_fechaalta__min_12";0,00062350696300253;0,000552989292537757;0,001347748381237
"mautoservicio__tend_6";0,000622030064849943;0,000866315995483807;0,00150889220942838
"matm__tend_12";0,000621388086089257;0,000579403861634102;0,00165538659869327
"pc_limite_saldo__min_3";0,000618807242313717;0,00106019355113491;0,00168468547654625
"Visa_mfinanciacion_limite__min_6";0,000617698584167765;0,000587684419249834;0,00138437197855322
