"Feature";"Gain";"Cover";"Frequency"
"mcaja_ahorro__tend_12";0,00100193698162319;0,00200437873441112;0,00212450592885375
"mv_cconsumos__tend_12";0,000995790507748806;0,00151521911234698;0,00138910003040438
"m_adeuda__tend_6";0,000991178791384173;0,000913430353846785;0,00141950440863484
"mv_mpagominimo__tend_12";0,000987248323619543;0,00135493753258619;0,000895028884159319
"Visa_cconsumos__tend_12";0,000983939484579542;0,00134100357945324;0,0018185618729097
"Master_mfinanciacion_limite__min_12";0,000976547703720225;0,00163907675603461;0,00186226816661599
"mcuentas_saldo__max_3";0,000976040291616102;0,000850650793773625;0,00129788689571298
"cliente_edad__max_12";0,000974792074942776;0,0021853144326028;0,00211880510793554
"Master_Fvencimiento_lag1";0,000972842609778762;0,00101871111664306;0,00225372453633323
"mvr_Master_mlimitecompra__tend_12";0,000972587345917013;0,00171495831765288;0,00238674369109152
"mpasivos_margen_delta1";0,000968810898422385;0,00113743353781289;0,00194397993311037
"Master_Fvencimiento__tend_12";0,000967679047741504;0,00101315097702001;0,00223282152629979
"mvr_mpagominimo";0,000967396087296655;0,00165729423293599;0,00070880206749772
"tcallcenter__tend_12";0,00096650979434351;0,00122513571077216;0,00226132563089085
"mcomisiones_otras__max_12";0,000964983430235661;0,00110960083178057;0,00189837336576467
"pc_comisiones_limite_lag1";0,000963117512835995;0,00118401022696896;0,00205989662511402
"ctarjeta_visa_transacciones_delta1";0,000956541295652491;0,00224913485736753;0,00106415323806628
"cpayroll_trx__tend_6";0,000956170877671855;0,00150381587520404;0,0014936150805716
"mcuenta_corriente__min_3";0,000954624911597113;0,000968263051557696;0,00137959866220736
"mcuentas_saldo_lag1";0,000952961379998765;0,00140738633261678;0,00132449072666464
"mvr_msaldopesos2__tend_12";0,000946277203739012;0,00101562773438552;0,002050395256917
"cliente_edad_lag1";0,000943991242955636;0,00234959146487863;0,00204469443599878
"m_egresos__tend_3";0,000942991133599719;0,00107692365828977;0,00132259045302524
"mv_mpagospesos__max_3";0,000935394723016921;0,00041927704471443;0,000463666768014594
"cpayroll_trx__min_3";0,000934910123074222;0,00143725794013972;0,000262237762237762
"mcomisiones_otras_delta1";0,000931613764888172;0,00151321354655108;0,00209600182426269
"Master_Fvencimiento__max_12";0,000930528481937911;0,0008525399953945;0,00199908786865309
"mcomisiones__max_12";0,0009301171780917;0,00105047901668465;0,00180906050471268
"mrentabilidad_lag1";0,000928409732103322;0,00103304910969618;0,00199908786865309
"mpasivos_margen__min_3";0,000926545071333978;0,0010460085870211;0,0015867284889024
"ccallcenter_transacciones__tend_12";0,000926037867878661;0,00126237803815056;0,00220241714806932
"mrentabilidad_anual_delta1";0,000923855963182178;0,00128520784742274;0,00210740346609912
"mv_status05__tend_3";0,000922328716904782;0,000662787147203825;0,00041045910611128
"chomebanking_transacciones__tend_12";0,000922301602384031;0,00163500946227239;0,00205799635147461
"Visa_fultimo_cierre__tend_12";0,000922077594951229;0,00089642431869179;0,00207699908786865
"mactivos_margen__tend_12";0,000920960762546116;0,00114436465025696;0,00187176953481301
"pc_comisiones_productos";0,000920908758402033;0,000893873686036722;0,00188127090301003
"mdescubierto_preacordado__min_12";0,00091993076848752;0,000317759994853755;0,00011211614472484
"Visa_mpagospesos__tend_6";0,000919044330941351;0,00139913314912082;0,00189647309212527
"pc_limite_saldo__min_12";0,000913269579102646;0,00105252568708717;0,00211690483429614
"pc_comisiones_productos_lag1";0,000913182286306661;0,00115068286617829;0,00201429005776832
"mpagomiscuentas__tend_12";0,000911100322468395;0,00131768269019698;0,00170454545454545
"cpagomiscuentas__tend_12";0,000908703680973596;0,00133973772707294;0,00185656734569778
"mrentabilidad_anual__min_12";0,000901612414087442;0,00141771014301452;0,00197248403770143
"ccajas_consultas__tend_12";0,000900620363517387;0,00395975620113807;0,00212070538157495
"mcuentas_saldo__min_12";0,000899928695243351;0,00151255027922862;0,00167414107631499
"mcuenta_corriente__max_12";0,000899270714376275;0,00108470285340784;0,00207509881422925
"mcomisiones_mantenimiento_delta1";0,000898654358970959;0,00154481691516384;0,00188507145028884
"mcomisiones";0,000897874630328657;0,000809422449576818;0,00179575858923685
"mrentabilidad__min_12";0,000896459751631432;0,00117409904467038;0,0018204621465491
"Visa_mpagominimo__tend_12";0,000892120403169287;0,00456144506555648;0,00143660687138948
"cproductos__min_6";0,000891480623195361;0,0016270993539261;0,00103754940711462
"mv_fultimo_cierre__tend_6";0,000889932322587825;0,00076597832695329;0,00179765886287625
"Visa_fultimo_cierre_lag1";0,000888290551803279;0,00110852423009424;0,00195158102766798
"rt_invierte_adeuda";0,000887655923918923;0,00224891794934718;0,00105655214350867
"mvr_msaldopesos2_delta1";0,000887106075769381;0,00182705196417935;0,00189837336576467
"mcomisiones_lag1";0,000886798498854604;0,00495866102776896;0,00191737610215871
"mvr_msaldopesos2__max_12";0,000882011631815795;0,000978066683864945;0,00199908786865309
"mrentabilidad__min_3";0,00088177247363219;0,00107646611175452;0,00163803587716631
"mcomisiones_delta1";0,00087558381764158;0,00138595718753438;0,00211690483429614
"mv_Fvencimiento__max_12";0,00087538235771934;0,00105025750381833;0,00205799635147461
"mvr_msaldopesos2";0,000873691264780617;0,00154550512775616;0,00175015202189115
"pc_limite_saldo_lag1";0,000871977322753022;0,000725197189576253;0,00167604134995439
"Visa_Fvencimiento__tend_12";0,000871669940897949;0,000737925068574669;0,00193637883855275
"ccomisiones_otras_lag1";0,00087130831531517;0,000899195983953167;0,00184326543022195
"mvr_Master_mlimitecompra__max_12";0,00087063590798392;0,00150458087289656;0,00201619033140772
"ctrx_quarter__max_12";0,000870634519526849;0,00119520926885648;0,00151451809060505
"pc_limite_saldo__max_3";0,000868071386906683;0,000984989179879445;0,00163613560352691
"pc_egreso_principal__tend_6";0,000864857929170013;0,00122396317008647;0,00169504408634843
"Master_fechaalta";0,000864790997959213;0,000885251634603565;0,00181096077835208
"Visa_mpagominimo__tend_6";0,000861911314481007;0,00159059679646447;0,00113826391000304
"Visa_mfinanciacion_limite__min_12";0,000861107952920498;0,000780964812270959;0,00159242930982061
"Visa_Fvencimiento_lag1";0,000860520532102809;0,00123827130226729;0,00201238978412891
"mtarjeta_visa_consumo__tend_6";0,000859741269629015;0,000827274109604596;0,0012104743083004
"Master_fechaalta__tend_12";0,000853451384184311;0,000710090639256435;0,00181096077835208
"mvr_Visa_mlimitecompra__tend_12";0,000851008872441331;0,00135981383845818;0,00211500456065673
"mpayroll__tend_12";0,000850356356512363;0,00108259013312885;0,00114966555183946
"cproductos__min_3";0,000849447401825404;0,00160260372043821;0,00107745515354211
"Master_Fvencimiento__min_12";0,000848210253961271;0,000776716686490212;0,002050395256917
"mv_mpagospesos";0,00084207694042084;0,00114533799604144;0,000566281544542414
"pc_limite_saldo__min_6";0,000841777610120732;0,0006842620299894;0,00174635147461234
"Visa_mfinanciacion_limite__min_6";0,000840797079941911;0,000841991395062152;0,00148221343873518
"mv_status06__max_3";0,000840641820869491;1,4600328020168e-05;1,71024627546367e-05
"mcaja_ahorro_dolares__tend_12";0,00083489003553448;0,00194907783969301;0,00190027363940407
"mrentabilidad_delta1";0,000831967310286017;0,00104457258134481;0,00187747035573123
"Visa_fultimo_cierre";0,000829271668818474;0,000841555573229645;0,00183756460930374
"pc_egreso_principal_delta1";0,000828737836309931;0,00106598692311871;0,00171594709638188
"mpasivos_margen__max_3";0,000827412590052982;0,00107369752580732;0,00156012465795074
"Visa_cconsumos__max_12";0,000825665259678391;0,00118615331663085;0,00170264518090605
"chomebanking_transacciones_delta1";0,000825608661420718;0,0041475445033877;0,00186226816661599
"mrentabilidad__min_6";0,000824715525619531;0,000897180417448854;0,00163803587716631
"mcomisiones_otras";0,000820310049374147;0,000664567894814524;0,00175205229553056
"mrentabilidad_anual__tend_12";0,00081943518924357;0,00321357970060394;0,00176725448464579
"mvr_mpagospesos__max_6";0,000819090279701521;0,000663437956016651;0,000988142292490119
"ccuenta_debitos_automaticos__tend_12";0,000817613583808649;0,00234032982011638;0,00165893888719976
"cproductos__min_12";0,000815879675875589;0,0017293961765372;0,00118577075098814
"pc_comisiones_productos__tend_12";0,000814572058223622;0,00135300143498801;0,001961082395865
"Visa_mpagospesos__tend_12";0,000813614390323829;0,00131003539707774;0,00169694435998784
"Visa_Fvencimiento__max_12";0,000809639914815784;0,000936451673860041;0,00193827911219216
"ccomisiones_otras";0,00080873144262919;0,00116472377604021;0,00170644572818486
"mautoservicio";0,000807772005553083;0,00151408835428203;0,000758209182122226
"mv_status04__tend_3";0,00080542164202937;0,000686153576409141;0,000499771967163272
"Master_fultimo_cierre_lag1";0,000804559393008643;0,00121929922389004;0,00192877774399514
"mpasivos_margen_lag1";0,00080356870977645;0,000878700294823944;0,00173875038005473
"mv_Fvencimiento";0,000802018277774483;0,000949270830510679;0,001961082395865
"mvr_mpagospesos";0,00080109736398026;0,000948349183303593;0,000834220127698389
"pc_comisiones_limite__min_12";0,000800813222854451;0,00082535216555137;0,00187937062937063
"Visa_mpagospesos";0,000799551912296635;0,000790939106384792;0,00108885679537853
"mtransferencias_recibidas_delta1";0,000797700889873461;0,0008586688476195;0,0016798418972332
"mpasivos_margen__min_12";0,000796358855815353;0,000871715562762447;0,00167414107631499
"mrentabilidad__max_6";0,000796236186374918;0,00086882968037079;0,00165703861356035
"m_prestamos_totales__tend_6";0,000795621309713161;0,000823506724092455;0,00121997567649742
"mrentabilidad__tend_12";0,000793796075464586;0,00201770569539438;0,00179955913651566
"ccomisiones_otras__max_12";0,000793020374582029;0,000627180161655875;0,00165323806628154
"mactivos_margen__max_3";0,000789278111281983;0,00163914489645465;0,00162283368805108
"mpasivos_margen__min_6";0,000788922536963396;0,000991462491532964;0,00154492246883551
"pc_limite_saldo__min_3";0,000786062370850577;0,000622619330108355;0,00179385831559745
"Visa_mpagospesos__tend_3";0,000785918196570126;0,000935347188842623;0,00157342657342657
"Master_fultimo_cierre";0,000785420057743505;0,000763674717446173;0,00182996351474612
"pc_egreso_principal__tend_12";0,000783521809976946;0,00105691876663874;0,00162093341441168
"cliente_edad__tend_12";0,000782016386100655;0,00124391401836123;0,00170074490726665
"mcomisiones_otras__tend_12";0,000781897297450737;0,000896759568428379;0,00170074490726665
"mtarjeta_visa_consumo__min_3";0,000780563072413304;0,00104503973308023;0,000393356643356643
"mv_Fvencimiento_lag1";0,000780481499706387;0,000865497805934679;0,00182996351474612
"mvr_mpagospesos__tend_3";0,000779664075121594;0,000915997174089201;0,00155442383703253
"mvr_mpagospesos__tend_6";0,000778803829209195;0,00317190776566272;0,00166083916083916
"pc_comisiones_productos__min_12";0,000778161139272606;0,000805701479781978;0,00158102766798419
"mvr_msaldototal_delta1";0,000776407198560743;0,000822948577210699;0,00112306172088781
"Master_fechaalta_lag1";0,000776395100744908;0,00097074579804802;0,0016779416235938
"Visa_mfinanciacion_limite__tend_6";0,000775878963914158;0,00107865728391845;0,00178245667376102
"mv_fultimo_cierre__tend_12";0,000774411176986204;0,000841387934236056;0,00179575858923685
"mprestamos_personales__min_3";0,00077427361349184;0,000585599447865702;0,000706901793858316
"mv_mpagominimo__max_12";0,000773555078367773;0,00103771387515968;0,000602386743691092
"mprestamos_personales__tend_12";0,000772743965209893;0,000651116631240806;0,00124277896017026
"mcomisiones_otras_lag1";0,000772269519716877;0,0018206361707245;0,00173494983277592
"chomebanking_transacciones__max_12";0,000770637492118461;0,00114494011474961;0,00163613560352691
"Visa_msaldopesos__tend_6";0,000768418088234714;0,000729715616990074;0,00126748251748252
"mcomisiones_mantenimiento__min_12";0,000765638083606879;0,000707201875304727;0,00138719975676497
"Master_fechaalta__max_12";0,000764125703930933;0,000732221444211398;0,00159052903618121
"Visa_mfinanciacion_limite__tend_3";0,00076276056229182;0,00070670232014402;0,00167414107631499
"mv_mpagominimo__tend_6";0,000761180519513536;0,0014607218056256;0,000807616296746732
"mvr_msaldototal__tend_12";0,00076001697830049;0,00110381609997702;0,00152591973244147
"mvr_Master_mlimitecompra";0,000759236286253243;0,000907098690645213;0,00182616296746732
"mv_fultimo_cierre";0,00075899435045734;0,000585763725039231;0,00176535421100638
"chomebanking_transacciones_lag1";0,00075868693740967;0,000986688904801635;0,00167224080267559
"mvr_mpagospesos__tend_12";0,000757840281196952;0,00118090376398042;0,0016798418972332
"mcuenta_corriente__max_6";0,000756271868943957;0,00114146311703914;0,00174635147461234
"Visa_fechaalta__tend_12";0,000748195282306741;0,000541875361907751;0,00167414107631499
"mcomisiones_mantenimiento__max_12";0,000748158529173602;0,00117191405938538;0,00138339920948617
"pc_egreso_principal__tend_3";0,000747973487977517;0,0011046351410458;0,00152401945880207
"mautoservicio__tend_3";0,000744315836431046;0,000984520163605168;0,00148791425965339
"mvr_mpagominimo_delta1";0,000742057735773734;0,00142205321902403;0,00113066281544542
"mrentabilidad__max_12";0,000740531479306527;0,000801280997159322;0,00150311644876862
"mv_Fvencimiento__tend_12";0,000739808916996199;0,000661485190571109;0,00171784737002128
"mcomisiones__tend_12";0,000737605511823174;0,000887721216319535;0,0016323350562481
"mcomisiones_otras__min_12";0,00072947729066543;0,000954680309743978;0,00142710550319246
"mcuentas_saldo__max_12";0,000729102208281888;0,00110304677994443;0,00166653998175737
"mvr_msaldopesos2_lag1";0,000726627277930126;0,000922032997125477;0,00165893888719976
"mvr_Master_mlimitecompra_lag1";0,000726413449781403;0,00139041555419654;0,00175395256916996
"mvr_mconsumospesos_delta1";0,000725915952460098;0,00111940214753954;0,00127698388567954
"pc_egreso_principal__max_3";0,000721509708068948;0,000865367316465285;0,00130738826391
"pc_egreso_principal__max_6";0,000720675649401912;0,000770080171185536;0,00146701124961995
"mttarjeta_visa_debitos_automaticos";0,000716626686968228;0,00113419226301487;0,00157342657342657
"m_adeuda__max_3";0,000716236922620474;0,000726954489198297;0,000893128610519915
"matm__tend_12";0,000715051225711798;0,000706379980926486;0,00149551535421101
"ctarjeta_debito_transacciones__tend_6";0,000711739473243289;0,00407614998277916;0,00145941015506233
"Visa_Fvencimiento__min_12";0,000711422212460678;0,000934975721851268;0,00178815749467923
"Visa_mconsumototal__tend_12";0,000709381934250231;0,00112981822436011;0,00159242930982061
"mtarjeta_visa_consumo__tend_12";0,000704689241079471;0,0012123173733886;0,00114586500456066
"Visa_mpagospesos__max_3";0,000704387970205835;0,000793716393513328;0,00103754940711462
"mactivos_margen__max_12";0,000703047737364399;0,00127802086939645;0,00151451809060505
