201905	102191	981983	11156250	0.47	11156250	11060625	11079750	
201905	102191	712883	12251250	0.33	12251250	11028750	11273250	
201905	102191	213173	12521250	0.44	12363750	11147812	11391000	
201905	102191	400249	10961250	0.32	10961250	11359688	11280000	
201905	102191	953501	10706250	0.36	10646250	11471250	11306250	
201905	102191	624203	11670000	0.43	11670000	11229375	11317500	
201905	102191	656273	10931250	0.32	10781250	11404688	11280000	
201908	102191	904147	13905000	0.41	13860000	12904688	13095750	
201908	102191	976091	14100000	0.39	14100000	12689062	12971250	
201908	102191	910661	13125000	0.41	13125000	13088438	13095750	
201908	102191	242197	13012500	0.35	12997500	12829688	12863250	
201908	102191	847519	14017500	0.42	13485000	12950625	13057500	
201908	102191	226099	13593750	0.4	13503750	12909375	13028250	
201908	102191	699493	13196250	0.55	13065000	11678438	11955750	
201908	102191	275339	14126250	0.49	14126250	12254062	12628500	
201908	102191	751423	15731250	0.42	15315000	12493125	13057500	
201908	102191	844523	14253750	0.45	14197500	12536250	12868500	
201908	102191	577531	13492500	0.42	13492500	12948750	13057500	
201908	102191	955139	13597500	0.39	13425000	12857812	12971250	
201908	102191	929311	14088750	0.26	13980000	12059062	12443250	
201908	102191	923441	13586250	0.4	13541250	12900000	13028250	
201908	102191	372847	14370000	0.45	13991250	12587812	12868500	
201908	102191	778187	13331250	0.34	13016250	12694688	12759000	
201908	102191	102913	12997500	0.43	12993750	13005938	13003500	
201908	102191	923179	14748750	0.33	14471250	12143438	12609000	
201908	102191	356929	12791250	0.39	12720000	13034062	12971250	
201908	102191	488617	13395000	0.42	12907500	13095000	13057500	
201908	102191	579869	12551250	0.24	12551250	12246562	12307500	
201908	102191	869299	13035000	0.35	12975000	12835312	12863250	
201908	102191	702469	13826250	0.44	13826250	12624375	12864750	
201908	102191	877367	13773750	0.34	13743750	12512812	12759000	
201908	102191	737281	12472500	0.32	12472500	12690938	12647250	
201908	102191	659473	13181250	0.36	13181250	12806250	12881250	
201908	102191	370399	13008750	0.4	12960000	13045312	13028250	
201908	102191	561529	12495000	0.41	12153750	13331250	13095750	
201908	102191	813199	12783750	0.43	12701250	13079062	13003500	
201908	102191	128969	13335000	0.36	13162500	12810938	12881250	
201908	102191	242377	12723750	0.27	12247500	12685312	12597750	
201908	102191	906823	14073750	0.44	14073750	12562500	12864750	
201908	102191	461603	13020000	0.31	13020000	12686250	12753000	
201908	102191	590963	12082500	0.38	11775000	13209375	12922500	
201908	102191	366217	13068750	0.41	13068750	13102500	13095750	
201908	102191	780631	13717500	0.41	13717500	12940312	13095750	
201908	102191	902179	11797500	0.45	11797500	13136250	12868500	
201908	102191	651029	12727500	0.41	12075000	13350938	13095750	
201908	102191	511691	11928750	0.36	11835000	13142812	12881250	
201908	102191	259387	12487500	0.41	12266250	13303125	13095750	
201908	102191	221071	13117500	0.39	12866250	12997500	12971250	
201908	102191	538301	13518750	0.37	13466250	12656250	12818250	
201908	102191	706913	11872500	0.43	11872500	13286250	13003500	
201908	102191	212999	14238750	0.34	14238750	12389062	12759000	
201908	102191	647321	12311250	0.41	12311250	13291875	13095750	
201908	102191	167623	14718750	0.43	14718750	12574688	13003500	
201908	102191	222163	12487500	0.48	12453750	12807188	12736500	
201908	102191	920687	14066250	0.41	14066250	12853125	13095750	
201908	102191	167213	13241250	0.35	13211250	12776250	12863250	
201908	102191	325673	11880000	0.31	11880000	12971250	12753000	
201908	102191	132233	13473750	0.44	13320000	12750938	12864750	
201908	102191	284227	11928750	0.36	11662500	13185938	12881250	
201908	102191	876181	13815000	0.42	13815000	12868125	13057500	
201908	102191	978233	14058750	0.42	14058750	12807188	13057500	
201908	102191	355457	13492500	0.49	13492500	12412500	12628500	
201908	102191	641513	13533750	0.44	13477500	12711562	12864750	
201908	102191	737969	13192500	0.5	13192500	12426562	12579750	
201908	102191	838139	13365000	0.36	13233750	12793125	12881250	
201908	102191	544759	13312500	0.34	12933750	12715312	12759000	
201908	102191	617791	14340000	0.27	14171250	12204375	12597750	
201908	102191	577169	13803750	0.42	13803750	12870938	13057500	
201908	102191	414241	13635000	0.42	13635000	12913125	13057500	
201908	102191	415823	12157500	0.38	12045000	13141875	12922500	
201908	102191	992917	12491250	0.39	12491250	13091250	12971250	
201908	102191	433861	14163750	0.42	14017500	12817500	13057500	
201908	102191	730421	14133750	0.39	14055000	12700312	12971250	
201908	102191	586237	14253750	0.4	14246250	12723750	13028250	
201908	102191	123701	12360000	0.45	12285000	13014375	12868500	
201908	102191	221077	11752500	0.38	11700000	13228125	12922500	
201908	102191	476167	13927500	0.45	13901250	12610312	12868500	
201908	102191	794569	13841250	0.45	13841250	12625312	12868500	
201908	102191	380909	13987500	0.32	13882500	12338438	12647250	
201908	102191	631039	13488750	0.43	13488750	12882188	13003500	
201908	102191	862541	13080000	0.42	13080000	13051875	13057500	
201908	102191	260551	13811250	0.35	13811250	12626250	12863250	
201908	102191	219983	14340000	0.45	14340000	12500625	12868500	
201908	102191	217121	13061250	0.43	12993750	13005938	13003500	
201908	102191	976957	12817500	0.4	12607500	13133438	13028250	
201908	102191	432559	14306250	0.42	14306250	12745312	13057500	
201908	102191	628861	12183750	0.42	12172500	13278750	13057500	
201908	102191	944297	11617500	0.53	11591250	12315938	12171000	
201908	102191	236627	13140000	0.52	13110000	12208125	12388500	
201908	102191	546613	15045000	0.4	14898750	12560625	13028250	
201908	102191	493123	12082500	0.29	11797500	12808125	12606000	
201908	102191	618841	14587500	0.4	14508750	12658125	13028250	
201908	102191	289031	13203750	0.39	13031250	12956250	12971250	
201908	102191	627091	12420000	0.34	12420000	12843750	12759000	
201908	102191	990719	14178750	0.41	13897500	12895312	13095750	
201908	102191	461921	13811250	0.44	13620000	12675938	12864750	
201908	102191	216803	13256250	0.46	13256250	12679688	12795000	
201908	102191	615101	14021250	0.38	14021250	12647812	12922500	
201908	102191	482117	13522500	0.4	13522500	12904688	13028250	
201908	102191	358243	11940000	0.37	11835000	13064062	12818250	
201908	102191	981983	14321250	0.44	14167500	12539062	12864750	
201908	102191	712883	14478750	0.54	14441250	11581875	12153750	
201908	102191	213173	14580000	0.4	14445000	12674062	13028250	
201908	102191	400249	12622500	0.42	12622500	13166250	13057500	
201908	102191	953501	12982500	0.31	12982500	12695625	12753000	
201908	102191	624203	11868750	0.26	11760000	12614062	12443250	
201908	102191	656273	14178750	0.42	13897500	12847500	13057500	
202001	102191	904147	11722500	0.54	11688750	11949375	11897250	
202001	102191	976091	13661250	0.44	13661250	11668125	12066750	
202001	102191	910661	12420000	0.42	12315000	11973750	12042000	
202001	102191	242197	12251250	0.46	12146250	11902500	11951250	
202001	102191	847519	11887500	0.39	11887500	11940938	11930250	
202001	102191	226099	12060000	0.54	11925000	11890312	11897250	
202001	102191	699493	11508750	0.5	11433750	12118125	11981250	
202001	102191	275339	11763750	0.42	11628750	12145312	12042000	
202001	102191	751423	12592500	0.51	12487500	11823750	11956500	
202001	102191	844523	11587500	0.29	11587500	11295000	11353500	
202001	102191	577531	12701250	0.43	12690000	11967188	12111750	
202001	102191	955139	12870000	0.51	12783750	11749688	11956500	
202001	102191	929311	12457500	0.52	12378750	11775938	11896500	
202001	102191	923441	12390000	0.51	12390000	11848125	11956500	
202001	102191	372847	10481250	0.45	10353750	12438750	12021750	
202001	102191	778187	13252500	0.5	13020000	11721562	11981250	
202001	102191	102913	13725000	0.46	13571250	11546250	11951250	
202001	102191	923179	13758750	0.44	13612500	11680312	12066750	
202001	102191	356929	12603750	0.55	12603750	11637188	11830500	
202001	102191	488617	12101250	0.55	12101250	11762812	11830500	
202001	102191	579869	13492500	0.43	13477500	11770312	12111750	
202001	102191	869299	13275000	0.49	13215000	11657812	11969250	
202001	102191	702469	11591250	0.39	11591250	12015000	11930250	
202001	102191	877367	12903750	0.42	12903750	11826562	12042000	
202001	102191	737281	12558750	0.49	12266250	11895000	11969250	
202001	102191	659473	10826250	0.56	10740000	12009375	11755500	
202001	102191	370399	14028750	0.51	13987500	11448750	11956500	
202001	102191	561529	11613750	0.43	11602500	12239062	12111750	
202001	102191	813199	12926250	0.42	12926250	11820938	12042000	
202001	102191	128969	11988750	0.44	11872500	12115312	12066750	
202001	102191	242377	12592500	0.51	12461250	11830312	11956500	
202001	102191	906823	12843750	0.51	12843750	11734688	11956500	
202001	102191	461603	12401250	0.5	12303750	11900625	11981250	
202001	102191	590963	12746250	0.37	12712500	11594062	11817750	
202001	102191	366217	12768750	0.53	12660000	11691562	11885250	
202001	102191	780631	11925000	0.31	11797500	11382188	11465250	
202001	102191	902179	11662500	0.38	11662500	11967188	11906250	
202001	102191	651029	12397500	0.49	12315000	11882812	11969250	
202001	102191	511691	13323750	0.41	13065000	11682188	11958750	
202001	102191	259387	11265000	0.4	11193750	12153750	11961750	
202001	102191	221071	13372500	0.41	13372500	11605312	11958750	
202001	102191	538301	13530000	0.41	13530000	11565938	11958750	
202001	102191	706913	13042500	0.42	13042500	11791875	12042000	
202001	102191	212999	12866250	0.54	12866250	11655000	11897250	
202001	102191	647321	11313750	0.44	10987500	12336562	12066750	
202001	102191	167623	12078750	0.54	12052500	11858438	11897250	
202001	102191	222163	13260000	0.45	13260000	11712188	12021750	
202001	102191	920687	12615000	0.45	12581250	11881875	12021750	
202001	102191	167213	12787500	0.57	12780000	11449688	11715750	
202001	102191	325673	12330000	0.41	12330000	11865938	11958750	
202001	102191	132233	13076250	0.35	12776250	11333438	11622000	
202001	102191	284227	11760000	0.39	11760000	11972812	11930250	
202001	102191	876181	10638750	0.3	10635000	11592188	11400750	
202001	102191	978233	12716250	0.51	12641250	11785312	11956500	
202001	102191	355457	12956250	0.45	12933750	11793750	12021750	
202001	102191	641513	12573750	0.41	12476250	11829375	11958750	
202001	102191	737969	13200000	0.43	13050000	11877188	12111750	
202001	102191	838139	11231250	0.52	11028750	12113438	11896500	
202001	102191	544759	12720000	0.42	12686250	11880938	12042000	
202001	102191	617791	12506250	0.43	12506250	12013125	12111750	
202001	102191	577169	13008750	0.43	13008750	11887500	12111750	
202001	102191	414241	12210000	0.39	12176250	11868750	11930250	
202001	102191	415823	11970000	0.5	11921250	11996250	11981250	
202001	102191	992917	11463750	0.49	11407500	12109688	11969250	
202001	102191	433861	11613750	0.42	11516250	12173438	12042000	
202001	102191	730421	11891250	0.41	11865000	11982188	11958750	
202001	102191	586237	12746250	0.47	12525000	11797500	11943000	
202001	102191	123701	12427500	0.43	12427500	12032812	12111750	
202001	102191	221077	12243750	0.52	12243750	11809688	11896500	
202001	102191	476167	11152500	0.53	10976250	12112500	11885250	
202001	102191	794569	11527500	0.36	11175000	11925000	11775000	
202001	102191	380909	12348750	0.45	12225000	11970938	12021750	
202001	102191	631039	12056250	0.53	11955000	11867812	11885250	
202001	102191	862541	12333750	0.43	12150000	12102188	12111750	
202001	102191	260551	12573750	0.37	12573750	11628750	11817750	
202001	102191	219983	11760000	0.43	11760000	12199688	12111750	
202001	102191	217121	13451250	0.37	13245000	11460938	11817750	
202001	102191	976957	12821250	0.44	12813750	11880000	12066750	
202001	102191	432559	11613750	0.54	11613750	11968125	11897250	
202001	102191	628861	12060000	0.51	11883750	11974688	11956500	
202001	102191	944297	13398750	0.52	13380000	11525625	11896500	
202001	102191	236627	11658750	0.51	11576250	12051562	11956500	
202001	102191	546613	12832500	0.43	12806250	11938125	12111750	
202001	102191	493123	12142500	0.46	12142500	11903438	11951250	
202001	102191	618841	12146250	0.43	12022500	12134062	12111750	
202001	102191	289031	11317500	0.33	11096250	11608125	11505750	
202001	102191	627091	12300000	0.43	12300000	12064688	12111750	
202001	102191	990719	12671250	0.39	12671250	11745000	11930250	
202001	102191	461921	11831250	0.43	11797500	12190312	12111750	
202001	102191	216803	13031250	0.49	12918750	11731875	11969250	
202001	102191	615101	11940000	0.44	11891250	12110625	12066750	
202001	102191	482117	14122500	0.43	13991250	11641875	12111750	
202001	102191	358243	11231250	0.37	11223750	11966250	11817750	
202001	102191	981983	11943750	0.43	11857500	12175312	12111750	
202001	102191	712883	11437500	0.54	11418750	12016875	11897250	
202001	102191	213173	12753750	0.54	12753750	11683125	11897250	
202001	102191	400249	11767500	0.49	11651250	12048750	11969250	
202001	102191	953501	12360000	0.45	12333750	11943750	12021750	
202001	102191	624203	13353750	0.47	13353750	11590312	11943000	
202001	102191	656273	12465000	0.44	12446250	11971875	12066750	
