mes_aplicacion	semilla_undersampling	semilla_public	ganancia_public_inalcanzable	probabilidad_corte	ganancia_public	ganancia_private	ganancia_completa	
201911	102191	683149	14377500	0.36	14355000	12180938	12615750	
201911	102191	903443	12712500	0.39	12555000	12376875	12412500	
201911	102191	204371	12525000	0.42	12318750	12276562	12285000	
201911	102191	198593	13541250	0.46	13417500	12001875	12285000	
201911	102191	243527	13080000	0.32	12911250	12374062	12481500	
201911	102191	663983	12581250	0.28	12581250	12376875	12417750	
201911	102191	840067	11328750	0.32	10953750	12863438	12481500	
201911	102191	478391	12258750	0.49	12123750	11911875	11954250	
201911	102191	387463	12015000	0.41	12015000	12510938	12411750	
201911	102191	790481	12937500	0.46	12877500	12136875	12285000	
201911	102191	660811	13590000	0.32	13590000	12204375	12481500	
201911	102191	459341	12318750	0.29	12202500	12411562	12369750	
201911	102191	391961	11737500	0.31	11572500	12694688	12470250	
201911	102191	680441	12941250	0.42	12941250	12120938	12285000	
201911	102191	980071	12978750	0.36	12978750	12525000	12615750	
201911	102191	640267	11606250	0.37	11355000	12802500	12513000	
201911	102191	573509	11617500	0.38	11617500	12646875	12441000	
201911	102191	991751	13417500	0.34	13106250	12317812	12475500	
201911	102191	570667	12930000	0.37	12930000	12408750	12513000	
201911	102191	123307	11505000	0.47	11505000	12392812	12215250	
201911	102191	718321	13530000	0.31	13387500	12240938	12470250	
201911	102191	212383	13451250	0.33	13125000	12326250	12486000	
201911	102191	641519	10683750	0.31	10683750	12916875	12470250	
201911	102191	524453	11546250	0.35	11325000	12851250	12546000	
201911	102191	104869	14107500	0.36	14025000	12263438	12615750	
201911	102191	160441	13590000	0.31	13526250	12206250	12470250	
201911	102191	875591	12915000	0.39	12915000	12286875	12412500	
201911	102191	645851	12292500	0.34	12075000	12575625	12475500	
201911	102191	324437	13203750	0.45	13091250	12104062	12301500	
201911	102191	411449	14396250	0.37	14302500	12065625	12513000	
201911	102191	582181	12123750	0.37	11546250	12754688	12513000	
201911	102191	672473	13691250	0.28	13691250	12099375	12417750	
201911	102191	509147	13552500	0.29	13552500	12074062	12369750	
201911	102191	895463	11898750	0.36	11366250	12928125	12615750	
201911	102191	713149	12105000	0.28	11947500	12535312	12417750	
201911	102191	802523	13593750	0.32	13593750	12203438	12481500	
201911	102191	522763	12157500	0.37	11928750	12659062	12513000	
201911	102191	572567	12866250	0.48	12273750	12138750	12165750	
201911	102191	106277	12825000	0.36	12716250	12590625	12615750	
201911	102191	318209	12855000	0.48	12855000	11993438	12165750	
201911	102191	167663	12240000	0.36	12067500	12752812	12615750	
201911	102191	980921	12588750	0.46	12510000	12228750	12285000	
201911	102191	996617	11861250	0.36	11861250	12804375	12615750	
