mes_aplicacion	semilla_undersampling	semilla_public	ganancia_public_inalcanzable	probabilidad_corte	ganancia_public	ganancia_private	ganancia_completa	
202001	102191	432559	11568750	0.19	11482500	11748750	11695500	
202001	102191	628861	12333750	0.17	12333750	11925000	12006750	
202001	102191	944297	13380000	0.2	12510000	11226562	11483250	
202001	102191	236627	12120000	0.21	12022500	11229375	11388000	
202001	102191	546613	12806250	0.16	12802500	11895000	12076500	
202001	102191	493123	12138750	0.21	11508750	11357812	11388000	
202001	102191	618841	12750000	0.2	11100000	11579062	11483250	
202001	102191	289031	11943750	0.15	11662500	12143438	12047250	
202001	102191	627091	12536250	0.14	12033750	11969062	11982000	
202001	102191	990719	12806250	0.23	11696250	11119688	11235000	
202001	102191	461921	12273750	0.16	11677500	12176250	12076500	
202001	102191	216803	12723750	0.15	12723750	11878125	12047250	
202001	102191	615101	12345000	0.17	12345000	11922188	12006750	
202001	102191	482117	13443750	0.13	13275000	11865938	12147750	
202001	102191	358243	11321250	0.13	11321250	12354375	12147750	
202001	102191	981983	12337500	0.16	11846250	12134062	12076500	
202001	102191	712883	11145000	0.19	10777500	11925000	11695500	
202001	102191	213173	12360000	0.1	12285000	11947500	12015000	
202001	102191	400249	11880000	0.14	11846250	12015938	11982000	
202001	102191	953501	12176250	0.13	11940000	12199688	12147750	
202001	102191	624203	13301250	0.18	12727500	11679375	11889000	
202001	102191	656273	12592500	0.22	11565000	11267812	11327250	
201912	102191	904147	16458750	0.14	16350000	15390938	15582750	
201912	102191	976091	16316250	0.14	16267500	15411562	15582750	
201912	102191	910661	15930000	0.15	15930000	15374062	15485250	
201912	102191	242197	15862500	0.13	15862500	15471562	15549750	
201912	102191	847519	16196250	0.09	16158750	15364688	15523500	
201912	102191	226099	16203750	0.17	16203750	15038438	15271500	
201912	102191	699493	15345000	0.13	15262500	15621562	15549750	
201912	102191	275339	15048750	0.18	14898750	15210000	15147750	
201912	102191	751423	16177500	0.12	15723750	15616875	15638250	
201912	102191	844523	17040000	0.16	17040000	14823750	15267000	
201912	102191	577531	15742500	0.14	15390000	15630938	15582750	
201912	102191	955139	16147500	0.14	16023750	15472500	15582750	
201912	102191	929311	16815000	0.19	16530000	14559375	14953500	
201912	102191	923441	15675000	0.15	15675000	15437812	15485250	
201912	102191	372847	16162500	0.14	16162500	15437812	15582750	
201912	102191	778187	16083750	0.05	15003750	13890000	14112750	
201912	102191	102913	15705000	0.17	15063750	15323438	15271500	
201912	102191	923179	15618750	0.17	15288750	15267188	15271500	
201912	102191	356929	17666250	0.16	16946250	14847188	15267000	
201912	102191	488617	15877500	0.11	15712500	15699375	15702000	
201912	102191	579869	15465000	0.08	15465000	15497812	15491250	
201912	102191	869299	15817500	0.18	15675000	15015938	15147750	
201912	102191	702469	16758750	0.16	16470000	14966250	15267000	
201912	102191	877367	15468750	0.12	15296250	15723750	15638250	
201912	102191	737281	17876250	0.11	17730000	15195000	15702000	
201912	102191	659473	15386250	0.15	14805000	15655312	15485250	
201912	102191	370399	16338750	0.17	15945000	15103125	15271500	
201912	102191	561529	14748750	0.09	14625000	15748125	15523500	
201912	102191	813199	16338750	0.17	15480000	15219375	15271500	
201912	102191	128969	15967500	0.12	15701250	15622500	15638250	
201912	102191	242377	15611250	0.15	14591250	15708750	15485250	
201912	102191	906823	16357500	0.09	15828750	15447188	15523500	
201912	102191	461603	15393750	0.23	13481250	13977188	13878000	
201912	102191	590963	16016250	0.18	15240000	15124688	15147750	
201912	102191	366217	14373750	0.14	14373750	15885000	15582750	
201912	102191	780631	16282500	0.17	15615000	15185625	15271500	
201912	102191	902179	17231250	0.09	17208750	15102188	15523500	
201912	102191	651029	15585000	0.07	14962500	15150000	15112500	
201912	102191	511691	16166250	0.13	16166250	15395625	15549750	
201912	102191	259387	14876250	0.09	14336250	15820312	15523500	
201912	102191	221071	15431250	0.11	15401250	15777188	15702000	
201912	102191	538301	14857500	0.08	14790000	15666562	15491250	
201912	102191	706913	14643750	0.19	14643750	15030938	14953500	
201912	102191	212999	15318750	0.15	15138750	15571875	15485250	
201912	102191	647321	15315000	0.23	14122500	13816875	13878000	
201912	102191	167623	17325000	0.1	17182500	15146250	15553500	
201912	102191	222163	16331250	0.14	16241250	15418125	15582750	
201912	102191	920687	16350000	0.15	15817500	15402188	15485250	
201912	102191	167213	15705000	0.12	15311250	15720000	15638250	
201912	102191	325673	14666250	0.12	14437500	15938438	15638250	
201912	102191	132233	15566250	0.12	15551250	15660000	15638250	
201912	102191	284227	15753750	0.15	14478750	15736875	15485250	
201912	102191	876181	15528750	0.18	14823750	15228750	15147750	
201912	102191	978233	15056250	0.15	15056250	15592500	15485250	
201912	102191	355457	15146250	0.13	15022500	15681562	15549750	
201912	102191	641513	14452500	0.13	13563750	16046250	15549750	
201912	102191	737969	17497500	0.16	16758750	14894062	15267000	
201912	102191	838139	13916250	0.09	13852500	15941250	15523500	
201912	102191	544759	15330000	0.15	15063750	15590625	15485250	
201912	102191	617791	14928750	0.19	14160000	15151875	14953500	
201912	102191	577169	14891250	0.12	14891250	15825000	15638250	
201912	102191	414241	16627500	0.13	16188750	15390000	15549750	
201912	102191	415823	14347500	0.17	14006250	15587812	15271500	
201912	102191	992917	15941250	0.13	15941250	15451875	15549750	
201912	102191	433861	16691250	0.15	16631250	15198750	15485250	
201912	102191	730421	15618750	0.12	15341250	15712500	15638250	
201912	102191	586237	16938750	0.15	15675000	15437812	15485250	
201912	102191	123701	15581250	0.18	14688750	15262500	15147750	
201912	102191	221077	15007500	0.17	14216250	15535312	15271500	
201912	102191	476167	15603750	0.2	13721250	14922188	14682000	
201912	102191	794569	15251250	0.14	14985000	15732188	15582750	
201912	102191	380909	15517500	0.08	15517500	15484688	15491250	
201912	102191	631039	16818750	0.18	15232500	15126562	15147750	
201912	102191	862541	15843750	0.21	14775000	14127188	14256750	
201912	102191	260551	14943750	0.18	13507500	15557812	15147750	
201912	102191	219983	15990000	0.17	15611250	15186562	15271500	
201912	102191	217121	16620000	0.16	16533750	14950312	15267000	
201912	102191	976957	15776250	0.1	15776250	15497812	15553500	
201912	102191	432559	18101250	0.13	17951250	14949375	15549750	
201912	102191	628861	16650000	0.17	16485000	14968125	15271500	
201912	102191	944297	16035000	0.16	15153750	15295312	15267000	
201912	102191	236627	16241250	0.13	15555000	15548438	15549750	
